post_title;post_name;post_parent;ID;post_content;post_excerpt;post_status;post_password;menu_order;post_date;post_author;comment_status;sku;parent_sku;children;downloadable;virtual;stock;regular_price;sale_price;weight;length;width;height;tax_class;visibility;stock_status;backorders;sold_individually;low_stock_amount;manage_stock;tax_status;upsell_ids;crosssell_ids;purchase_note;sale_price_dates_from;sale_price_dates_to;download_limit;download_expiry;product_url;button_text;images;downloadable_files;product_page_url;meta:total_sales;tax:product_type;tax:product_visibility;tax:product_cat;tax:product_tag;tax:product_shipping_class;attribute:pa_color;attribute_data:pa_color;attribute:pa_size;attribute_data:pa_size
Roadster Men Blue Super Skinny Fit Mid-Rise Acid Wash Clean Look Stretchable Jeans;roadster-men-blue-super-skinny-fit-mid-rise-acid-wash-clean-look-stretchable-jeans;;10064517;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-blue-super-skinny-fit-mid-rise-acid-wash-clean-look-stretchable-jeans;;;no;no;;4900;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-blue-super-skinny-fit-mid-rise-acid-wash-clean-look-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans;roadster-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans;;10064533;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans;;;no;no;;5027;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Navy Blue Super Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans;roadster-men-navy-blue-super-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans;;10064539;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-navy-blue-super-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans;;;no;no;;4640;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-navy-blue-super-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Navy Blue Super Skinny Fit Acid Wash Clean Look Stretchable Jeans;roadster-men-navy-blue-super-skinny-fit-acid-wash-clean-look-stretchable-jeans;;10064541;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-navy-blue-super-skinny-fit-acid-wash-clean-look-stretchable-jeans;;;no;no;;4469;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-navy-blue-super-skinny-fit-acid-wash-clean-look-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Grey Slim Fit Mid-Rise Clean Look Stretchable Jeans;roadster-men-grey-slim-fit-mid-rise-clean-look-stretchable-jeans;;10064545;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-grey-slim-fit-mid-rise-clean-look-stretchable-jeans;;;no;no;;4712;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-grey-slim-fit-mid-rise-clean-look-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Blue Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans;roadster-men-blue-super-skinny-fit-mid-rise-clean-look-stretchable-jeans;;10064547;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-blue-super-skinny-fit-mid-rise-clean-look-stretchable-jeans;;;no;no;;4491;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-blue-super-skinny-fit-mid-rise-clean-look-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Blue Slim Fit Mid-Rise Low Distress Stretchable Jeans;roadster-men-blue-slim-fit-mid-rise-low-distress-stretchable-jeans;;10064553;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-blue-slim-fit-mid-rise-low-distress-stretchable-jeans;;;no;no;;4750;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-blue-slim-fit-mid-rise-low-distress-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Grey Skinny Fit Clean Look Acid Wash Stretchable Jeans;roadster-men-grey-skinny-fit-clean-look-acid-wash-stretchable-jeans;;10064559;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-grey-skinny-fit-clean-look-acid-wash-stretchable-jeans;;;no;no;;4942;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-grey-skinny-fit-clean-look-acid-wash-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Blue Super Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans;roadster-men-blue-super-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans;;10064565;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-blue-super-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans;;;no;no;;4748;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-blue-super-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans/;0;simple;;Men;;;;;;
Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans;roadster-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans;;10064569;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-roadster-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans;;;no;no;;4203;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/roadster-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/;0;simple;;Men;;;;;;
HERE&NOW Women Magenta Solid Cardigan;herenow-women-magenta-solid-cardigan;;10064575;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-here&now-women-magenta-solid-cardigan;;;no;no;;4544;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/herenow-women-magenta-solid-cardigan/;0;simple;;Men;;;;;;
HERE&NOW Women Mauve & White Colourblocked Sweater;herenow-women-mauve-white-colourblocked-sweater;;10064579;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-here&now-women-mauve-&-white-colourblocked-sweater;;;no;no;;4943;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/herenow-women-mauve-white-colourblocked-sweater/;0;simple;;Men;;;;;;
HERE&NOW Women Black & White Colourblocked Sweater;herenow-women-black-white-colourblocked-sweater;;10064585;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-here&now-women-black-&-white-colourblocked-sweater;;;no;no;;4993;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/herenow-women-black-white-colourblocked-sweater/;0;simple;;Men;;;;;;
HRX by Hrithik Roshan Men Navy Blue Core 1.0 Running Shoes;hrx-by-hrithik-roshan-men-navy-blue-core-1-0-running-shoes;;10064639;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-hrx-by-hrithik-roshan-men-navy-blue-core-1.0-running-shoes;;;no;no;;4147;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/hrx-by-hrithik-roshan-men-navy-blue-core-1-0-running-shoes/;0;simple;;Men;;;;;;
INVICTUS Men Olive Green Slim Fit Solid Casual Shirt;invictus-men-olive-green-slim-fit-solid-casual-shirt;;10064723;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-olive-green-slim-fit-solid-casual-shirt;;;no;no;;4298;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-olive-green-slim-fit-solid-casual-shirt/;0;simple;;Men;;;;;;
INVICTUS Men Grey & Blue Slim Fit Checked Regular Trousers;invictus-men-grey-blue-slim-fit-checked-regular-trousers;;10064765;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-grey-&-blue-slim-fit-checked-regular-trousers;;;no;no;;4649;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-grey-blue-slim-fit-checked-regular-trousers/;0;simple;;Men;;;;;;
INVICTUS Men Coffee Brown & Red Printed Slim Fit Polo Collar T-shirt;invictus-men-coffee-brown-red-printed-slim-fit-polo-collar-t-shirt;;10064773;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-coffee-brown-&-red-printed-slim-fit-polo-collar-t-shirt;;;no;no;;4440;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-coffee-brown-red-printed-slim-fit-polo-collar-t-shirt/;0;simple;;Men;;;;;;
INVICTUS Men Yellow & White Printed Slim FitPolo Collar T-shirt;invictus-men-yellow-white-printed-slim-fitpolo-collar-t-shirt;;10064807;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-yellow-&-white-printed-slim-fitpolo-collar-t-shirt;;;no;no;;4291;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-yellow-white-printed-slim-fitpolo-collar-t-shirt/;0;simple;;Men;;;;;;
INVICTUS Men Red Slim Fit Solid Formal Shirt;invictus-men-red-slim-fit-solid-formal-shirt;;10064843;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-red-slim-fit-solid-formal-shirt;;;no;no;;4531;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-red-slim-fit-solid-formal-shirt/;0;simple;;Men;;;;;;
INVICTUS Men Coral Pink Slim Fit Solid Formal Shirt;invictus-men-coral-pink-slim-fit-solid-formal-shirt;;10064851;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-coral-pink-slim-fit-solid-formal-shirt;;;no;no;;4386;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-coral-pink-slim-fit-solid-formal-shirt/;0;simple;;Men;;;;;;
INVICTUS Men Navy Blue & Purple Slim Fit Self Design Semiformal Shirt;invictus-men-navy-blue-purple-slim-fit-self-design-semiformal-shirt;;10064857;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-navy-blue-&-purple-slim-fit-self-design-semiformal-shirt;;;no;no;;4448;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-navy-blue-purple-slim-fit-self-design-semiformal-shirt/;0;simple;;Men;;;;;;
INVICTUS Men Orange Slim Fit Solid formal Supima Cotton Shirt;invictus-men-orange-slim-fit-solid-formal-supima-cotton-shirt;;10064901;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-orange-slim-fit-solid-formal-supima-cotton-shirt;;;no;no;;4333;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-orange-slim-fit-solid-formal-supima-cotton-shirt/;0;simple;;Men;;;;;;
INVICTUS Men Teal Blue & Black Slim Fit Self Design Formal Shirt;invictus-men-teal-blue-black-slim-fit-self-design-formal-shirt;;10064981;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-teal-blue-&-black-slim-fit-self-design-formal-shirt;;;no;no;;4269;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-teal-blue-black-slim-fit-self-design-formal-shirt/;0;simple;;Men;;;;;;
INVICTUS Men Black Slim Fit Self Design Formal Trousers;invictus-men-black-slim-fit-self-design-formal-trousers;;10065009;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-black-slim-fit-self-design-formal-trousers;;;no;no;;4148;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-black-slim-fit-self-design-formal-trousers/;0;simple;;Men;;;;;;
INVICTUS Men Grey Slim Fit Checked Formal Trousers;invictus-men-grey-slim-fit-checked-formal-trousers;;10065037;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-invictus-men-grey-slim-fit-checked-formal-trousers;;;no;no;;4399;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/invictus-men-grey-slim-fit-checked-formal-trousers/;0;simple;;Men;;;;;;
Skult By Shahid Kapoor Men Black Solid Straight-Fit Knitted Track Pants;skult-by-shahid-kapoor-men-black-solid-straight-fit-knitted-track-pants;;10065121;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-skult-by-shahid-kapoor-men-black-solid-straight-fit-knitted-track-pants;;;no;no;;4615;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/skult-by-shahid-kapoor-men-black-solid-straight-fit-knitted-track-pants/;0;simple;;Men;;;;;;
SKULT by Shahid Kapoor Men Charcoal Grey Printed Knitted Regular Fit Joggers;skult-by-shahid-kapoor-men-charcoal-grey-printed-knitted-regular-fit-joggers;;10065151;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-skult-by-shahid-kapoor-men-charcoal-grey-printed-knitted-regular-fit-joggers;;;no;no;;4514;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/skult-by-shahid-kapoor-men-charcoal-grey-printed-knitted-regular-fit-joggers/;0;simple;;Men;;;;;;
Louis Philippe Men Blue Regular Fit Striped Permapress finest wrinkle free Formal Shirt;louis-philippe-men-blue-regular-fit-striped-permapress-finest-wrinkle-free-formal-shirt;;10065307;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-blue-regular-fit-striped-permapress-finest-wrinkle-free-formal-shirt;;;no;no;;4636;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-blue-regular-fit-striped-permapress-finest-wrinkle-free-formal-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men Blue Slim Fit Checked Casual Shirt;louis-philippe-men-blue-slim-fit-checked-casual-shirt;;10065355;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-blue-slim-fit-checked-casual-shirt;;;no;no;;4940;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-blue-slim-fit-checked-casual-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men Blue Regular Fit Solid Formal Shirt;louis-philippe-men-blue-regular-fit-solid-formal-shirt;;10065407;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-blue-regular-fit-solid-formal-shirt;;;no;no;;4675;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-blue-regular-fit-solid-formal-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men Blue Slim Fit Solid Casual Shirt;louis-philippe-men-blue-slim-fit-solid-casual-shirt;;10065419;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-blue-slim-fit-solid-casual-shirt;;;no;no;;4170;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-blue-slim-fit-solid-casual-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men White & Red Slim Fit Striped Formal Shirt;louis-philippe-men-white-red-slim-fit-striped-formal-shirt;;10065471;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-white-&-red-slim-fit-striped-formal-shirt;;;no;no;;4608;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-white-red-slim-fit-striped-formal-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men White & Red Slim Fit Checked Formal Shirt;louis-philippe-men-white-red-slim-fit-checked-formal-shirt;;10065473;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-white-&-red-slim-fit-checked-formal-shirt;;;no;no;;4493;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-white-red-slim-fit-checked-formal-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men Blue Classic Regular Fit Striped Formal Shirt;louis-philippe-men-blue-classic-regular-fit-striped-formal-shirt;;10065515;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-blue-classic-regular-fit-striped-formal-shirt;;;no;no;;4168;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-blue-classic-regular-fit-striped-formal-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men Grey Slim Fit Solid Casual Shirt;louis-philippe-men-grey-slim-fit-solid-casual-shirt;;10065531;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-grey-slim-fit-solid-casual-shirt;;;no;no;;4214;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-grey-slim-fit-solid-casual-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men White Classic Regular Fit Striped Formal Shirt;louis-philippe-men-white-classic-regular-fit-striped-formal-shirt;;10065539;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-white-classic-regular-fit-striped-formal-shirt;;;no;no;;4223;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-white-classic-regular-fit-striped-formal-shirt/;0;simple;;Men;;;;;;
Louis Philippe Men Blue Slim Fit Striped Formal Shirt;louis-philippe-men-blue-slim-fit-striped-formal-shirt;;10065581;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-louis-philippe-men-blue-slim-fit-striped-formal-shirt;;;no;no;;4637;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;http://localhost/p_shop/product/louis-philippe-men-blue-slim-fit-striped-formal-shirt/;0;simple;;Men;;;;;;
